place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,이용요금,접근로,출입통로,장애인 주차 안내,엘리베이터,휠체어,수유실,유모차,화장실,오디오 가이드,review,판매 품목,점자 홍보물,이용가능시설,주차요금,입장료,지정현황,지체장애 기타 상세,시설이용료,체험가능 연령,대중 교통,규모,개장기간,주차 요금,이용 시기,부대시설,주요시설,대여안내,객실,할인 정보,수용인원,시각장애 기타상세,영업시간,좌석수,대표메뉴,취급메뉴,보유장비,보조견 동반,점자 블록,코스안내,관람석,매표소,안내 요원,입점브랜드,청각 장애 기타상세,입실시간,퇴실시간,객실내 취사 여부,객실수,예약안내,예약안내 홈페이지,식음료장,객실유형,사우나실 여부,캠프파이어 여부,바비큐장여부,세미나실 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,유아용보조의자,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,유도안내 설비,영유아가족 기타상세,체험
여수정쿡,"여수정쿡은 웅천 친수공원과 웅천 해수욕장 근처에 있는 레스토랑으로, 현지인들이 즐겨 찾는 패밀리 레스토랑이다. 요트 선착장과 바다가 보이는 오션뷰에 깔끔한 인테리어로 가족과 연인, 친구들끼리 분위기를 내고 싶은 고객들이 주로 찾는다. 메뉴는 스테이크와 파스타, 필래프, 피자 등 다양하게 제공되며, 기본이 1.5인분으로 양도 푸짐하다. 특히 스테이크의 경우, 고급 레스토랑에서 활용하는 조리법인 수비드 기법으로 스테이크를 저온에서 오랫동안 익혀 육즙과 식감을 모두 살렸다. 피자 역시 세 번 발효시킨 숙성 반죽과 신선한 모차렐라 치즈를 사용해 쫄깃한 식감이 일품이다. 여러 명이 왔을 때 다양한 메뉴를 한꺼번에 맛볼 수 있도록 콤보 메뉴도 있으니 참고하면 된다.
※ 반려동물 동반 불가",,https://www.instagram.com/jeongcook_yeosu/,전라남도 여수시 예울마루로 35-64 3층,,연중무휴,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:00~21:00
라스트오더 20:20",,베이컨 까르보나라,"정쿡 불고기 오일 파스타, 해물 토마토 파스타 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돌산 정담,"돌산 정담은 '정성 담은'의 줄임말로 돌산대교를 지나 돌산도 초입에 조용하게 자리한 한식당이다. 주로 정식 메뉴를 제공하며, 불고기전골이나 백반 메뉴도 판매하고 있다. 테이블은 넉넉한 편이어서 점심과 저녁 가릴 것 없이 여수 현지인들이 주로 찾는다. 홀 외에도 방으로 된 좌석도 있어서 모임이나 단체 예약에도 좋다. 메뉴는 수육, 주물럭 정식, 김치찌개 또는 된장찌개 백반, 불고기전골이 있다. 합리적인 가격에 반찬의 가짓수가 다양해 여러 음식을 가볍게 두루 맛보기 좋다. 또한, 밑반찬으로 여수의 게장과 갓김치가 함께 나와 여수의 맛을 제대로 느껴볼 수 있다. 근처에는 하멜 등대와 돌산공원, 여수 해상케이블카 등이 있어 함께 둘러보는 것을 추천한다.",,http://instagram.com/jungdam.yeosu,전라남도 여수시 강남동로 53,,매주 수요일,있음/주차요금 무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30~20:00(브레이크 타임 15:00~17:00),,수육 정식,"주물럭 정식, 불고기전골, 김치찌개 백반 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
등가게장,"등가게장은 여수시 봉산 게장 거리에 있는 게장 전문점이다. 여수의 특산품인 돌게장은 물론이고, 꽃게로 담근 간장게장, 양념게장 그리고 갈치조림까지 취급하는 현지인 추천 맛집이다. 가게 내부는 넓은 편이지만 현지인과 관광객들이 즐겨 찾는 탓에 평소에도 대기가 있다. 대표 메뉴는 갈치조림이 나오는 간장게장이다. 10가지가 넘는 정갈한 밑반찬과 양념이 잘 스며들어 맛있는 두툼한 갈치조림 그리고 양념게장과 꽃게장, 돌게장이 한 상으로 차려진다. 게장은 한 번 리필할 수도 있다. 돌게장의 경우, 꽃게와 달리 집게발이 크고 매우 딱딱하기 때문에 반드시 가위 등의 도구를 사용해야 한다. 일반 간장게장 정식에는 갈치조림 대신 얼큰하고 시원한 조기 매운탕이 제공된다. 함께 가볼 만한 곳으로는 아쿠아플라넷 아쿠아리움과 돌산공원, 오동도 등이 있다.",,,전라남도 여수시 봉산남4길 12,,연중무휴,있음/주차요금 무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00~20:30,,갈치조림+게장 정식,"게장정식, 간장게장 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모이핀,"카페 모이핀은 여수 돌산읍 무슬목 해변 언덕 위에 있는 카페이다. 탁 트인 경치와 여유로운 분위기를 자랑하는 이곳은 핀란드어로 '안녕'을 의미하는 MOI와 핀란드의 약자 FIN을 합성한 이름으로, 방문객에게 따뜻한 인사를 전한다. 1층부터 4층까지 큰 규모를 자랑하며 루프탑과 야외 잔디광장까지 다양한 공간을 갖추고 있어, 방문할 때마다 색다른 매력을 느낄 수 있다.",,공식 인스타그램 https://www.instagram.com/cafe_moifin,전라남도 여수시 무술목길 50,,연중무휴,가능,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),장애인 주차장 있음_무장애 편의시설,,,,,,,여수시를 여행하며 방문한 곳입니다. 바다를 바라보는 뷰가 너무 좋습니다. 차 한잔 하면서 잘 쉬었다 왔습니다. 대형에 뷰도 좋아서 음료 가격대가 있지만 너무 예쁜 카페에요. 근처 예술랜드 들렀다가 방문해보세오 규모도 크고 전망이 좋아요~ 음료등 가격대는 있지만 한번 들려볼만 합니다^^ 시그니처메뉴 좋아요,,,,,,,의자식 테이블 있음,,,,,,,,,,,,,,,09:00~19:30 (마지막 주문 19:10),,아메리카노,"카페라떼, 베이커리류",,,점자블록 있음(주출입구)_시각장애인 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발콘드예울,"여수의 발콘드예울은 웅천 해수욕장에서 도보로 1분 거리에 있는 접근성 좋은 오션뷰 카페다. 매장에 들어서자마자 커다란 통창 유리 너머로 펼쳐진 파노라마 뷰의 여수 바다는 발콘드예울만의 매력 포인트다. 매장은 매우 넓으며, 홀 좌석 외에도 개별 방도 있어 프라이빗한 모임도 할 수 있고, 좌식 테이블도 있어 어린 자녀와 함께 방문하기에도 좋다. 메뉴는 커피류는 물론이고 달콤한 크림 라테류, 에이드, 차 등 40여 가지가 넘는 음료 메뉴가 준비되어 있다. 디저트 역시 많은 편인데, 케이크와 타르트, 크루아상뿐만 아니라 치킨과 피자 같은 음식도 있어 브런치를 즐기기에도 적당하다. 근처에는 아르떼 뮤지엄과 이순신 광장, 웅천 해수욕장이 있어 함께 연계하여 가볼 만한 곳으로도 추천한다.",,https://www.instagram.com/cafe_balcon_de_yeul,전라남도 여수시 예울마루로 37-53 5층,,연중무휴,있음/주차요금 무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~24:00 (라스트 오더 23:30),,아몬드 크림 라테,"아메리카노, 카페라테 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오동,"카페 오동은 여수의 고소동 벽화마을 끝자락에 있는 조그마한 푸딩 가게다. 흰색의 타일과 나무 문으로 된 인테리어, 오동 시그니처 간판이 걸려 있어 찾기 어렵지 않다. 한 번에 한 팀씩 가게로 입장할 수 있을 정도이며, 오로지 테이크아웃만 가능하다. 만약 먹고 갈 곳이 필요하다면 매장 앞에 놓인 작은 테이블을 이용해도 좋다. 오동에서 판매하는 메뉴는 5가지 맛의 푸딩으로 단순한 편이다. 시그니처 메뉴인 우유푸딩과 자색 고구마, 옥수수, 황치즈, 얼그레이 푸딩 등이 있다. 우유푸딩은 우유와 바닐라 빈을 사용해서 만들었는데, 푸딩 아랫부분에 있는 산딸기 잼과 곁들여 먹으면 된다. 오동은 현지인들은 물론 관광객들에게도 인기가 높아 일찍이 원하는 맛이 품절될 수 있다. 근처에는 이순신 광장과 여수 해양공원이 있어 함께 여행하는 것을 추천한다.
※ 반려동물 동반 가능",,https://www.instagram.com/yeosu.odong/,전라남도 여수시 고소3길 63 한신아파트,,연중무휴,가능 (공영 주차장),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 ~ 17:00 (재료 소진시 조기마감),,우유 푸딩,얼그레이 푸딩 / 황치즈 푸딩 / 고구마 푸딩 외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카페 낭만도시,"카페 낭만도시는 여수의 낭만포차 거리와 여수 해상 케이블카 부근에 있는 대형 카페다. 아름다운 바다와 다리를 바라보는 전망으로 여행자들은 물론 여수 현지인들이 즐겨 찾는다. 루프탑까지 포함해 총 5층 규모의 대형 카페이며, 루프탑은 안전상의 이유로 노키즈존으로 운영한다. 카페 내부는 매장 한쪽이 통유리로 되어있어 시원한 개방감이 느껴지며, 거북선대교와 여수 해상 케이블카가 한눈에 보여 멋진 풍경을 감상할 수 있다. 메뉴는 아메리카노를 비롯해 기본적인 라테류가 있으며, 취향에 따라 원두를 선택할 수 있다. 카페인이 들어가지 않은 메뉴로는 초코 라테, 달고나 라테와 에이드, 차, 주스 등의 음료도 있어 어린이와 함께 방문하기에도 좋다. 이 밖에 베이커리 디저트도 준비되어있다.
※ 반려동물 동반 불가",,,전라남도 여수시 여수시민로 6 2~5층,,연중무휴,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 ~ 22:00,,아메리카노,"카페라테, 바닐라라테, 크로플 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서목,"여수 국동항에서 해안도로를 따라 들어오면 바닷가 바로 앞에 있는 한가로운 카페 서목이 있다. 여수의 주요 관광지와 조금 떨어져 있지만, 바닷길을 따라 드라이브하며 들러보기 좋은 곳이다. 회색 벽돌 외관에 커다란 유리 문, 하얀색의 인테리어와 감성적인 소품들로 한가롭게 시간을 보내고 싶은 이들에게 제격인 곳이다. 해가 잘 들어오는 매장 가운데에는 독특한 모래 장식과 인센스 스틱으로 평화로운 분위기를 자아낸다. 메뉴는 커피류를 비롯해 초콜릿 라테, 고구마 라테와 같은 음료, 차와 에이드 등 다양하게 제공한다. 여기에 폭신폭신한 식감의 미니 구겔호프, 바스크 케이크 등 세련된 디저트 메뉴도 준비되어 있다. 수박과 멜론 등 계절 과일이 듬뿍 올라간 빙수 메뉴도 있으니 취향껏 고르면 된다.",,"https://blog.naver.com/ji_0125
https://www.instagram.com/seomok_yeosu",전라남도 여수시 신월5길 68-1,,연중무휴,있음/주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 ~ 20:30 (라스트 오더 20:20),,아메리카노 /바닐라빈라떼,카페라떼 / 딸기에이드 / 딸기라떼 / 여수빙수(여름시즌) / 여수 컵빙수(여름빙수) 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와이드 커피 스탠드,"와이드커피 스탠드는 조용한 고소동 벽화마을에 있는 이국적인 카페다. 벽돌집에 작은 아치형 창문이 있어 마치 유럽의 건축물을 그대로 옮긴 듯한 감성을 가지고 있다. 거기에 돌산대교와 여수의 아름다운 바다가 한눈에 보이는 유럽식 테라스와 루프탑이 있어 젊은 층 사이에서 감성 카페로 유명하다. 카페는 총 4층 규모로, 3층에는 테라스, 4층은 루프탑으로 되어있다. 3층과 4층은 안전의 이유로 노 키즈존으로 운영한다. 이곳의 대표 메뉴는 밤 슈페너와 너티 와이드, 밀크티 와이드, 핸드드립 커피다. 이외에도 아메리카노를 비롯한 커피 메뉴와 차, 에이드, 초코 라테 등 카페인이 없는 메뉴들도 다양해 취향껏 고를 수 있게 했다. 근처에 이순신 광장과 고소동 벽화마을, 오동도가 있어 함께 구경하기 좋다.
※ 반려동물 동반 가능",,https://www.instagram.com/wyd_coffeestand/,전라남도 여수시 고소3길 64,,연중무휴,"가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- 목요일~월요일 11:00~21:00
- 화요일~수요일 12:00~21:00",,너티와이드,레밍턴 / 레몬파운드 / 아메리카노 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여수장터,"여수장터는 여수시 특산품 전시 판매장 건물 2층에 있는 생선구이 전문점이다. 1층은 갓김치 등 여수의 특산품을 구매할 수 있는 전시장이다. 2층에 올라가면 고급스러운 인테리어에 넓고 쾌적한 매장이 나온다. 넓은 홀 좌석과 더불어 룸 좌석도 있어 회식이나 단체 모임에도 제격이다. 이곳은 생선구이 맛집답게 갈치구이, 장어구이 등 생선구이 요리가 주메뉴다. 정식 메뉴에는 생선구이와 서대 회, 간장게장, 양념게장 등 다양한 메뉴들이 함께 나온다. 대표적인 메뉴인 생선구이 정식에는 자반고등어와 갈치, 굴비가 생선의 식감을 잘 살리는 굽기로 구워 제공된다. 이 밖에도 계란찜과 갓김치, 버섯 요리 등 밑반찬이 풍성해 든든한 한 끼를 맛볼 수 있다. 여수 수산시장과 여수 예술랜드, 대경도 등이 근처에 있어 여행 시 참고하면 좋다.
※ 반려동물 동반 불가",,https://www.instagram.com/ys_jangteo/,전라남도 여수시 어항단지로 205,,연중무휴,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30 ~ 20:30 (브레이크 타임 15:00 ~ 17:00/ 라스트 오더 20:00),,장터 정식,"왕갈치구이, 생선구이정식",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카페 하얀파도,"카페 하얀파도는 돌산대교를 지나 여수의 유명 관광지인 크루즈 선착장 근처에 있는 오션뷰 카페다. 건물은 작지만 5층 규모이며, 층마다 바다를 감상할 수 있는 커다란 통창이 있어 시원한 분위기를 자아낸다. 하얀색의 모던하고 깔끔한 인테리어와 아름다운 오션뷰로 젊은 사람들에게 인기가 좋다. 창밖에는 돌산대교와 장군도가 한눈에 보이며, 여수의 잔잔한 바다가 마치 그림 같은 풍경을 감상할 수 있다. 이곳의 대표 메뉴는 마시멜로가 올라간 아인 슈페너 종류인 ‘멜로우 슈페너’와 두유와 크림이 어우러진 ‘소야 라테’다. 이외에도 커피가 들어가지 않은 밤 라테, 토피넛 라테, 고구마 라테 등 달콤한 음료 메뉴와 케이크, 타르트 등의 디저트 메뉴도 다양하게 구성되어 있다. 돌산 공원과 여수 크루즈 선착장이 근처에 있어 함께 연계하여 여행하는 것을 추천한다.
※ 반려동물 동반 불가",,https://www.instagram.com/cafe_white.wave/,전라남도 여수시 진두해안길 13-1,,연중무휴,없음,,,,,,,,,,,비오는날 여수여행~~~ 카페 하얀파도에서 보는 장군도도 멋지고 커피와 케이크도 맛있어요.^^,,,,,,,,,,,,,,,,,,,,,,10:30 ~ 21:00,,멜로우슈페너,"소야 라테, 엘더플라워에이드",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큰끝등대,"큰끝등대는 여수 돌산도 동쪽 끝에 있으며, 풍경이 아름다운 숨은 명소다. 찾아가는 길이 어렵고, 숲속에 숨어있는 탓에 잘 알려지지 않은 곳이다. 따로 주차장은 없으며, 도로 옆 갓길에 주차하고, 길 사이로 나 있는 작은 숲길을 지나가야 한다. 길이 험하지는 않지만 편한 신발을 신고 가는 것을 추천한다. 소나무 오솔길을 따라가다 보면 숲의 끝에서 끝없이 펼쳐진 수평선과 맑고 푸른 파도 소리, 그 풍경과 잘 어울리는 하얀 등대가 등장한다. 예쁜 갯바위와 에메랄드빛 해변이 한 폭의 그림과 같아 여수 현지인과 관광객들이 이 모습을 담기 위해 찾아오곤 한다. 등대 옆으로 기암괴석과 절벽 밑으로 파도치는 모습도 아름답다. 단, 안전장치나 울타리가 없으니 안전에 유의해야 한다.
※ 반려동물 동반 가능",,,전라남도 여수시 돌산읍 평사리 산 1-1,24시간 개방,연중무휴,없음(갓길 주차),,,,,,,,,없음,,"가는길이 생각보다 안쪽이고 좀더 걸어야해서 수고롭지만 등대와 바다물결이 가진 포토존이 참 이쁘네요 돌산쪽 여행 하시는 분들은 향일암 들리고 방문하셔도 좋을듯 합니다 주변 바다와 등대가 너무 잘 아우러져서 사진찍기 좋더라구요. 다만 주차할 곳이 따로 없어서 도로변에 주차해야되고, 등대까지 흙돌길이라 샌들이나 슬리퍼는 힘들었어요 바다랑 하늘이랑 등대 조화가 정말 멋진곳입니다.바람이 많이 불긴했지만 멋진 추억으로 남은곳입니다 재방문할 예정입니다 찾아가기는 길이 조금 어렵고 험해도 절벽 끝에 우뚝 서 있는 흰색 등대가 너무 아름 다웠어요~ SNS 인생샷으로 손색없더라구요! 가슴이 탁 트이고 생각이 많아지는 장소였네요. 다시 가보고 싶네요 가족과 함께 갔었어요 가족 인증샷 찍고와서 너무 좋았네요 올 봄에 꼭 가보세요 여수에 가족과 여행시 한번 들렸던 곳입니다. 실제 보니 인상에 많이 남았습니다. 가족들도 다시 방문하고 싶다고 할만큼 만족도가 높은 곳이었습니다. 여수 가족여행때 갔었는데 딸아이가 사진찍고 좋아했던곳이에오 여수가족여행때 들러본곳이네요. 등대가 꽤나 인상깊은 곳이었어요. 가족끼리 가봐야겠어요!",,,,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하모샤브샤브 여수맛집횟집,"하모샤브샤브 여수맛집횟집은 식당 이름에서 직관적으로 알 수 있듯, 하모 샤부샤부와 활어회를 전문으로 하는 식당이다. 40년 이상 회를 취급한 일식 명장이 직접 회를 뜨고, 한식부터 일식과 양식, 중식까지 조리 자격증을 갖춘 조리장이 밑반찬과 각종 요리를 만들어, 검증된 맛을 자랑한다. 또한, 저녁이면 식당 내부는 커다란 창문 너머로 아름다운 여수 밤바다의 야경과 거북선대교, 해상 케이블카, 불꽃놀이 등이 보여 풍경을 즐기며 식사를 할 수 있다는 점도 이곳만의 장점이다. 메뉴는 자연산 활어회와 계절 메뉴인 하모샤브샤브, 새조개 샤브샤브가 가장 인기 있다. 이외에도 생선을 푹 고아 깊고 칼칼한 맛이 인상적인 매운탕과 물회, 꽃게찜, 전복, 해삼 등 다양한 해산물을 판매한다. 여수의 주요 관광지와 접근성이 좋아 식사 후 돌산공원과 낭만 포차 거리를 방문할 수 있다.
※ 반려동물 동반 가능",,,전라남도 여수시 진두해안길 72 2층 202호,,연중무휴,"가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~24:00,,모듬회,새조개샤브샤브 / 여수하모샤브샤브 / 민들레집게장백밥정식 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
