place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,주차 요금,이용요금,화장실,시설이용료,접근로,지체장애 기타 상세,유모차,출입통로,장애인 주차 안내,휠체어,수유실,대중 교통,지정현황,이용가능시설,판매 품목,주차요금,엘리베이터,점자 홍보물,오디오 가이드,시각장애 기타상세,객실,청각 장애 기타상세,체험가능 연령,이용 시기,수용인원,규모,관람석,할인 정보,주요시설,입실시간,퇴실시간,식음료장,객실수,예약안내,객실유형,부대시설,개장기간,대여안내,객실내 취사 여부,예약안내 홈페이지,바비큐장여부,자전거 대여 여부,노래방 여부,세미나실 여부,입점브랜드,강습안내,유아용보조의자,보유장비,큰활자 홍보물,청각장애 기타상세,점자 블록,안내 요원,보조견 동반,매표소,코스안내,영업시간,대표메뉴,취급메뉴,유도안내 설비,스포츠 시설 여부,좌석수,영유아가족 기타상세,체험
[효석문학100리길 5-1코스] 마을길따라 노산가는 길,"강, 들, 숲과 역사 그리고 옛 정취가 남아있는 평창전통장 등 다양한 테마를 가진 그림처럼 아름다운 평창의 이야기가 펼쳐지는 구간이다. 숲길을 따라 작은 고개를 넘고 마을길을 걸으며 시골의 정취를 느끼고 평창강과 기암절벽, 임진왜란 때 격전지였던 노산성을 둘러보고 평창강변에 위치한 평창바위공원에 이르는 길이다. 수석바위 테마공원인 평창바위공원을 둘러보고 장암산이 병풍처럼 펼쳐진 평창강을 따라 걸으며 강변의 정취를 즐기고 숲길을 따라 산림욕을 즐기면서 평창전통장과 공연장에 이르는 길이다.

(출처 : 평창 문화관광 홈페이지)",,https://tour.pc.go.kr/,강원특별자치도 평창군 평창읍 후평길 124 용항리 경로당~평창바위공원,상시 개방,연중무휴,불가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동명동성당,"강원도 속초시 동명동에 있는 춘천교구 소속의 가톨릭 천주교회이다. 속초 터미널 인근에 위치하였다. 동명동 성당의 전신인 속초성당은 한국전쟁 중에 지어진 유일한 성당이다. 미사 때마다 옥수수가루나 우유, 의약품 등을 나눠주었기 때문에 전쟁이라는 긴박한 상황에서도 많은 피난민이 성당에 와 신도가 되었다. 동명동 성당은 해맞이 장소로도 유명하다. 성당 앞마당에서 아름다운 속초 앞바다와 옹기종기 모인 집들이 한눈에 들어오기 때문이다. 아름다운 성당 건축물과 주변 환경이 어우러져 관광하기 좋은 곳이다.",,https://cafe.daum.net/ccdongmyungdong,강원특별자치도 속초시 영랑로7길 10-5 (동명동),상시 개방,연중무휴,가능,무료,"고즈넉한 분위기도 좋고 역사도 꽤되고 여러가지 스토리가 깃든 조그만 성당인데, 주변에 고층 건물이 늘어나는 게 아쉬울 따름입니다. 지난날 덥기전에 동명항구, 동명동성당을 다녀왔어요 바다가 보이는 조금 높은지대에 있어 바다가 보이긴 한데 앞에 고층건물이 들어서서 확트인 시야확보는 안돼 아쉽네요 그래도 성당자체가 이쁘서 한번쯤 방문하셔도 좋을듯합니다 조용한 분위기에 10분이면 둘러볼 수 있습니다. 역사가 담긴 성당이며 시외버스터미널과 등대해변도 가까워 방문하기 좋습니다.",,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오대산중대불량문,"현재 월정사 성보박물관에는 중대 적멸보궁과 관련하여 작성 시기가 다른 2종의 불량문이 소장되어 있는데 이 책은 그중의 하나다. 중대는 오대산신앙의 중심이며, 적멸보궁은 비로자나 법심불이 상주하는 장소로서 일찍부터 신성시되어 왔다. 또한 불량이란 뜻은 문자 그대로 부처님의 양식을 이르는 말이지만, 이보다는 어떤 전각이나 불상을 영구히 유지하기 위한 재정적인 후원을 의미한다. 오대산중대불량문[五臺山中臺佛糧文]은 조선후기의 중대 적멸보궁의 중창사실과 이를 재정적으로 후원한 일반 시주자 및 인근 사찰의 시주 스님을 기록한 것이다. 겉장은 황색 표지이며, 표지에는 ‘보궁유진 중대불량문’이라고 되어 있어서 적멸보궁에서 보관용으로 기록한 것임을 알 수 있다.",,https://tour.pc.go.kr/,강원특별자치도 평창군 진부면 오대산로 374-8 동산리 63-1,"[하절기(5월~10월)] 09:30~17:30
[동절기(11월~4월)] 09:30~16:30",매주 월요일 / 1월 1일 / 설·추석 당일,가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼일계곡,"화천의 계곡 중에는 광덕계곡과 백운계곡이 가장 유명하지만 삼일계곡도 빠지지 않는다. 화악산 기슭에 위치한 삼일계곡은 깊은 산속에서 흘러내려오는 맑은 물이 자랑인 곳이다. 화천의 여느 계곡과 마찬가지로 이곳의 물 또한 깨끗하며 차다. 계곡을 따라 갖가지 암석들이 즐비한데 넓고 평평한 바위도 많아서 이곳을 찾은 여행객들이 돗자리를 깔고 쉬다 가기 좋다.
삼일계곡의 위쪽으로 화악산의 험준한 협곡이 이어진다. 여기에서 화악산으로 올라가다 보면 높이 40m로 우뚝 솟아 있는 촛대바위가 보인다. 바위의 생김새가 촛대 같다고 해서 그러한 이름이 붙었는데 바위 위에는 소나무 한 그루가 자라고 있어 마치 초의 심지 같은 재미있는 볼거리를 선사한다.",,https://tour.ihc.go.kr/hb/portal/,강원특별자치도 화천군 사내면 삼일리,상시 개방,연중무휴,불가능,무료,주변 주차장이나 화장실이 없어요 그렇지만 여름에 계곡은 시원하고 주변 경관이 좋아 놀기 좋아요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오색허브농원,"세상의 모든 향기가 다 모여 있다고 자랑할 정도로 잘 가꾼 정원이 실내에도 실외에도 향기를 뽐내며 방문객들의 시선을 기다리고 있다. 향기의 여왕 라벤더, 젊음을 주는 로즈마리, 머리를 맑게 하는 캐모마일, 시원한 페퍼민트와 달콤한 사과향 번지는 세이지가 허브식물원과 야외식물원을 가득 채우고 있다. 오색허브농원에서는 실내외 식물원을 통해 허브의 생태를 관찰할 수 있을 뿐만 아니라 허브 기르기부터 공예, 음식, 차 만들기 등 허브를 활용한 체험도 즐길 수 있다. 또 허브제품을 구매할 수 있는 허브샵이 함께 있어 일상에서 아로마 테라피를 할 수 있는 허브 입욕제와 방향제, 화장품 등을 구입할 수 있다. 농원에서 운영하는 펜션형 민박과 야영장은 혼자만 누리고 싶은 아늑한 나만의 여행지로 제격이다. 농원 앞으로 흐르는 오색천은 농원에 머무는 민박객들의 훌륭한 물놀이장이 되어주고, 농장 한편에 당나귀체험장이 있어 어린이들의 호기심을 자극한다. 다양한 놀이시설과 함께 바비큐장, 식당 등 부대시설이 완비되어 있어 가족 단위 여행객들이 편리하게 이용하기 좋다.",,http://www.osaekherb.co.kr/,강원특별자치도 양양군 서면 송어길 38,09:00~18:00,연중무휴,가능,,,,,있음,시설 및 이용시기에 따라 상이하므로 홈페이지 참조 또는 전화 문의,,,,,,,,,,허브식물원 / 야외식물원 / 허브샵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,농촌교육농장 / 허브프로그램 / 동물가족체험 / 농산물체험 / 아동요리체험 등
월정사 부도군,"부도는 승려의 무덤을 상징하여 그 유골이나 사리를 모셔두는 곳이다. 이 부도밭은 월정사에서 상원사로 가는 길의 전나무 숲 속에 자리하고 있는데, 모두 22기에 이르는 부도들이 흩어져 있다. 운공성관(雲空性觀), 금성당(金聖堂) 등의 호를 가진 승려들의 사리를 모시고 있는 이 부도들은 낮은 받침 위로 종모양의 탑몸돌을 올린 모습들이 대부분이나, 2층 기단(基壇)과 지붕돌을 갖춘 부도의 모습도 간혹 눈에 띈다. 크기는 1∼2m 내외의 그리 높지 않은 체구로, 조선시대 중기 이후에 세웠을 것으로 추측된다.",,https://tour.pc.go.kr/,강원특별자치도 평창군 진부면 오대산로 1076-15,일출 2시간 전~일몰,연중무휴,가능,무료,,,,미닫이 문 휠체어가 충분히 들어갈 수 있는 공간 대변기 손잡이 있음,,주 출입구 경사로 완만함,,,,장애인 주차장 있음(4면),,,,강원특별자치도 문화유산자료 월정사부도군 (1984.06.02. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황병산사냥민속놀이체험관,"평창 도암면에서는 겨울이면 황병산 일대에서 사냥을 하였다. 적설량이 눈이 쌓이면 멧돼지의 발이 눈에 빠져 쉽게 달아나지 못하므로 사냥이 쉬워졌다. 마을 주민들은 사냥을 통해 잡은 짐승과 술을 곁들여 산신제를 지내고, 정초에는 서낭제를 지냈다. 2007년 시도무형문화유산으로 지정되었다. 평창 황병산 사냥 민속놀이는 차항2리 주민들이 황병산 사냥 민속보존회를 결성하여 전통을 이어가고 있다. 2층 규모로 체험관을 지어 사냥의 방법, 사냥도구의 제작, 사냥의 유래, 사냥제 등의 민속 문화를 알리고 있다.",,https://tour.pc.go.kr/,강원특별자치도 평창군 대관령면 차항길 252,,,가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,황병산 산책 / 직접 만드는 사냥도구
봉황둘레길,"장미산, 덕수산 들머리인 금당계곡 하류 개수리 봉황대마을 입구 강가에 웅장한 기암이 솟아 있는데 이곳이 봉황의 전설이 있는 봉황대이다. 봉황 둘레길은 봉황대에서 시작하여 딸미산(노적봉) 둘레길을 걷는 코스로 마을 길과 한우를 방목하고 있는 목장을 지나 숲속 길로 접어들어 금당계곡을 따라 평화로운 농촌의 모습과 자연을 감상하며 걷는 길이다. 금당계곡 봉황대 주변은 봄에는 진달래와 철쭉이 만발하고 여름에는 푸른 숲과 맑은 물이, 가을에는 붉게 물든 단풍이 절경을 이루고 겨울에는 설경이 아름다운 곳이다.",,https://tour.pc.go.kr/,강원특별자치도 평창군 대화면 문화택지길 21,상시 개방,연중무휴,불가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월정사 팔각구층석탑,"월정사 팔각구층석탑은 자장율사가 창건한 월정사 안에 있는 탑으로, 그 앞에는 공양하는 모습의 석조보살좌상이 마주 보며 앉아 있다. 탑은 8각 모양의 2단 기단 위에 9층 탑신을 올린 뒤, 머리장식을 얹어 마무리한 모습이다. 아래층 기단에는 안상을 새겨 놓았고, 아래와 위층 기단 윗부분에는 받침돌을 마련하여 윗돌을 괴어주도록 하였다. 탑신부는 일반적인 석탑이 위층으로 올라 갈수록 급격히 줄어드는 모습과 달리 2층 탑신부터 거의 같은 높이를 유지하고 있으며, 1층 탑신의 4면에 작은 규모의 감실(불상을 모셔두는 방)을 마련해 두었다. 지붕돌은 밑면에 계단 모양의 받침을 두지 않고 간략하게 마무리하였고, 가볍게 들려있는 여덟 곳의 귀퉁이마다 풍경을 달아 놓았다. 지붕돌 위로는 머리장식이 완벽하게 남아 있는데, 아랫부분은 돌로, 윗부분은 금동으로 만들어서 화려한 아름다움을 더해주고 있다. 고려시대가 되면 사각형 평면에서 벗어난 다각형의 다층석탑이 우리나라 북쪽지방에서 주로 유행하게 되는데, 이 탑도 그러한 흐름 속에서 만들어진 것으로, 고려 전기 석탑을 대표하는 작품이다. 당시 불교문화 특유의 화려하고 귀족적인 면모를 잘 보여주고 있으며, 전체적인 비례와 조각수법이 착실하여 다각다층석탑을 대표할 만하다. 또한 청동으로 만들어진 풍경과 금동으로 만들어진 머리장식을 통해 금속공예의 수법을 살필 수 있어 중요한 자료가 되고 있다.",,http://woljeongsa.org/,강원특별자치도 평창군 진부면 오대산로 374-8,일출 2시간 전~일몰,연중무휴,가능,무료,선재길을 걷다가 찾아간곳 월정사 산속에 조용히 묻혀있는 월정사는 차분한마음으로 기도를 즐기는 사람처럼 왠지 입구에서부터 가슴이 설래이고 마당한가운데 서있는 팔각 구층석탑은 지난세월을 알려주는듯한 오랫세월 그당시의 섬세한 조각기술은 후대에 널리 알리는 예술이다 섬세하고 우람하고 그당시 조각가의 온정성이 지금의 후세에 깊은 감동을 자아 낸다 월정사의 상징같은 팔각구층 석탑! 아름답습니다!! 입장료는 없어진지가 꽤 되었네요~,,,미닫이 문 휠체어가 충분히 들어갈 수 있는 공간 대변기 손잡이 있음,,주 출입구 경사로 완만함,,,,장애인 주차장 있음(4면),,,,국보 평창 월정사 팔각 구층석탑 (1962.12.20. 지정),,,"- 승용차, 전기차 : 3,000원
- 중형차 : 6,000원
- 대형차(버스) : 9,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신대리마을,"신대리마을은 태기산 자락에 위치한 마을이다. 청일면 신대리 물 맑고 공기 좋은 산골에 위치한 이 마을은 2019년 농촌치유자원상품화시범 사업을 시작으로 마을 사업의 틀을 마련하였다. 이후 2020년 마을기업 선정으로 사업의 기초 다지기를 하였다.
치유 농업으로 시작은 했지만 농촌의 무궁무진한 다양성을 주고 싶은 마을이다.
신대리마을에서는 선도기혈 제초, 손수건야생화 그리기, 업사이클 공예 등의 다양한 체험휴양마을 프로그램을 진행하고 있다. 또한 치유밥상, 화전민터 계곡 맨발 트레킹, 태기산성 계곡 여가 휴양 트레킹, 명상 등의 치유 프로그램도 진행하고 있다.",,http://태기산마을.kr/,강원특별자치도 횡성군 청일면 청일로 1241,상시 개방,연중무휴,가능,"무료
※ 단, 체험비 별도",,,,있음,,,,,,,,,,,야영장 / 펜션,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,손수건야생화 그리기 / 업사이클 공예 / 화전민터 계곡 맨발 트레킹 등
평창 수항리사지,"오랫동안 수항리절터로만 알려져 오다 1983년 〈태백곡수다사(太伯谷水多事)〉 등의 명순기와 등이 출토되어, 이곳이 삼국유사에 기록된 수다사지(水多寺址)라는 사실이 밝혀졌다. 문헌상으로는 〈세종실록지리지〉가 완성된 조선 단종 2년(1432년)까지 나타나다가 〈동국여지승람〉부터는 기록이 보이지 않는 점으로 보아 약 15세기까지는 존속했던 사찰로 추정된다.
유적으로는 부재 일부가 결손 되어 원형을 찾아볼 수 없는 석탑 1기와 건물지의 주초석이 남아 있다. 조선보물조사 연구에 의하면 이곳에 삼층석탑 1기, 석불입상 2구, 석불좌상 1구, 당간지주 1기와 탑의 석조물이 있었으나 6·25 때 유실되었다고 한다. 현재 남아 있는 석탑 1기도 동란 중 도괴된 것을 부락에서 탑재를 수습하여 그 일부를 복원하였다고 하는데 강릉 신복사지 삼층석탑과 같은 가구수법을 보이고 있다.
〈삼국유사〉에서는 자장 이후 월정사에 주석한 스님을 차례로 소개하면서, 신효거사, 범일 문인 신의 및 수다사 장로 유연을 들고 있다. 따라서 신의보다 후세대이거나 적어도 동시대인 9세기 후반 내지 10세기 초까지의 수다사의 존재를 알 수 있다. 법천사 지광국사 현묘탑비에 의하면 지광국사 해린이 11세기 초에 동사에서 10년간 주지하였다고 전한다.
이곳에서는 1987년 12월 대형 고려시대 금고 1점과 촛대부속구 1점이 발견되었으며, 촛대부속구에 외반 된 구연부 뒷면에 대정 28년으로 시작되는 명문이 있어 적어도 고려 명종 18년(1188)에는 이 사찰의 법등이 이어지고 있음을 짐작할 수 있다.",,https://tour.pc.go.kr/,강원특별자치도 평창군 진부면 수항절터길 147 수항리 143,상시 개방,연중무휴,불가능,무료,,,,,,,,,,,,,,강원특별자치도 기념물 평창수항리사지 (1982.11.03. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고랭길,"고랭길은 표고 600m 이상의 높고 한랭한 고랭지인 평창의 특성을 살려 부르는 이름이다. 고랭길은 휘닉스파크 앞에서 시작하여 작은 산을 넘고 숲길을 따라 걸으며 삼림욕을 즐기며 메밀꽃 피는 봉평으로 이어지는 길이다. 오르막과 내리막을 반복하는 코스로 울창한 숲으로 뒤덮여 자연과 함께하는 즐거움이 있고 흙길이어서 걷기에도 무리가 없는 곳이다. 고랭길 끝자락에는 이효석 문학의 숲이 조성되어 있고 소설 ‘메밀꽃 필 무렵’의 실제 무대인 봉평 효석문화마을까지 이어진다. 옛날 봉평장이 서는 날이면 면온에서 봉평까지 이 길을 넘기도 했다고 한다.
(출처 : 평창군 문화관광 홈페이지)",,https://tour.pc.go.kr/,강원특별자치도 평창군 봉평면 태기로 254-1,상시 개방,연중무휴,불가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
