place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,접근로,출입통로,장애인 주차 안내,화장실,엘리베이터,오디오 가이드,review,이용요금,휠체어,수유실,관람석,판매 품목,지정현황,이용가능시설,점자 홍보물,이용 시기,유모차,체험가능 연령,시각장애 기타상세,지체장애 기타 상세,주요시설,시설이용료,대중 교통,개장기간,부대시설,주차요금,규모,주차 요금,수용인원,입점브랜드,유아용보조의자,보조견 동반,점자 블록,안내 요원,보유장비,유도안내 설비,코스안내,자막 비디오 가이드,할인 정보,강습안내,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,객실,매표소,대여안내,영유아가족 기타상세,체험
송도마을,"송도 마을은 부산광역시 서구 암남동에 위치한 자연 마을로 송림이 우거져 송도로 불렸다. 마을 형성 시기에 대해서는 알려진 바가 없다. 송도 마을이 송도 해수욕장 형성 이전인지 이후인지를 정확히 알 수 없으나, 광복 이전까지는 이 주변 해안이 모두 일본인 전용 구역이었다고 한다. 이 지역은 일제 강점기 부산부 암남정(岩南町)에 속했고, 1951년 서구 출장소가 설치되었고, 1957년 서구 암남동에 속하였다. 광복 이후 송도 해수욕장이 거북섬과 연결되는 구름다리에 케이블카[2002년 5월 철거]가 설치되는 등 관광지로 각광을 받으며 마을은 횟집이 늘어나며 번성하게 된다. 1963년 부산직할시 서구 암남동 송도 마을이 되었으며, 1995년 부산광역시 서구 암남동 송도 마을이 되어 현재에 이른다.",,https://www.visitbusan.net,부산광역시 서구 암남동,상시 개방,연중무휴,불가능 (유료 공영주차장 이용),무료,,,,있음(남녀 구분/ 송도해수욕장),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산진일신여학교,"부산진일신여학교는 동구 좌천동 있는 부산 최초의 근대식 여성 교육기관이다. 1909년에 만들어진 서양식 근대 건물의 원형과 이후 증축한 부분까지 잘 보존된 점에서 건축사적 의의가 크다. 부산의 근대 건축물 대부분이 일제에 의해 지어진 것과 다르게, 부산진일신여학교 건물은 호주인 선교사들이 지은 서양식 건물로 이러한 가치를 인정받아 2003년 5월 부산광역시 기념물로 지정됐다.
건물의 1층 외부는 석조이고, 2층은 붉은 벽돌로 되어 있지만, 내부는 목재로 감싼 점이 특이하다. 건물 바깥에 벽돌을 쌓은 기술이 매우 뛰어날 뿐만 아니라 건물 정면의 계단과 2층 난간은 20세기 초 서양식 건물의 모습을 그대로 간직하고 있다. 건물이 앉은 터는 약간 언덕을 이룬 곳인데, 2층에 남향으로 베란다를 두어 건물이 만들어진 당시 부산항의 전경을 볼 수 있게 한 점도 눈여겨볼 만하다.
부산진일신여학교는 선교사가 세운 타 교육기관들과 마찬가지로 성경과 영어를 가르쳤으며, 그 밖에 한글, 역사, 지리, 수학, 심리학, 식물학 등 다양한 과목에 대한 교육을 담당했다. 민족과 성별에 따른 차별적 교육이 이뤄지던 일제강점기, 부산진일신여학교는 조선인으로서 그리고 여성으로서 세상을 보는 법을 가르친 곳이었다.",,https://www.bsdonggu.go.kr,부산광역시 동구 정공단로17번길 17 (좌천동),월~금 09:00~17:00,토 / 일,가능,무료,,,,,,,,,,,,,부산광역시 기념물 부산진일신여학교 (2003.05.02. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부산광역시립 연산도서관,"부산광역시립 연산도서관은 부산 연제구에 위치한 공공 도서관이다. 이 도서관은 다양한 장르의 도서를 보유하고 있어, 지역 주민들이 손쉽게 다양한 책을 접하고 지식을 쌓을 수 있는 공간이다. 현대적인 시설과 쾌적한 환경을 갖추고 있으며, 독서뿐만 아니라 다양한 문화 프로그램과 교육 강좌도 운영된다. 또한, 어린이부터 성인까지 모두를 위한 공간이 마련되어 있어 가족 단위로도 방문하기 좋은 장소이다. 연산도서관은 정보와 지식의 허브로, 지역 사회의 교육과 문화 발전에 중요한 역할을 하고 있다.",,https://home.pen.go.kr/yeonsanlib/,부산광역시 연제구 고분로191번길 16 부산광역시립연산도서관,"09:00~22:00
※ 자세한 사항은 홈페이지 참고","매월 셋째 주, 넷째 주 월요일 / 정부 지정 공휴일","가능
요금 (무료)",,출입구까지 경사로 설치되어 있으나 부지 자체의 경사가 가파름,주출입구에 휠체어 접근 가능_무장애 편의시설,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,독서교실 / 독서토론회 / 청소년 자유학기제 등
광복로 아리랑 거리,"만물의 거리 옆으로 나란히 위치한 아리랑 거리에서는 한국의 대표적인 음식인 김치를 비롯하여 한복, 장신구 등의 한국적인 물건들을 만날 수 있다. 다양한 전통공예품 및 특산품이 판매되고 있어 외국관광객들의 발길이 끊이지 않는 곳이다. 한류를 일으키고 있는 연예인관련 제품도 찾아볼 수 있다. 특히 이 거리의 매장들은 네이티브 수준의 외국어를 구사하는 직원들이 안내하고 있어 외국인 관광객이 편하게 쇼핑을 즐길 수 있다.",,,부산광역시 중구 광복로35번길 11 (신창동3가),09:00~20:00,"매월 첫째, 셋째 일요일",가능,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,신발 / 의류 / 민예품 / 건강식품 / 전통주 등,,,,,,,,,,,,,,,,,,자체 브랜드,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,,,,
남포동건어물도매시장,"부산 바다의 냄새가 눅진하게 배어있는 전통 재래시장이다. 위탁 장사를 하던 이전의 모습에서 세월이 흐름에 따라 지금은 소매 상인들이 대부분이지만, 비릿하면서 구수한 부산의 냄새를 맡고 싶다면 방문해 볼 필요가 있는 곳이다. 자갈치시장 동쪽 끝에 위치한 건어물 도매시장으로 건어물을 전문적으로 취급하는 시장이다. 부산시 유일의 수협공판장이 있으며, 이곳의 200여 개 점포에서 마른 멸치, 마른 오징어, 새우, 각종 포 등 건어물과 김, 미역, 조개 등 해산물 등을 판매하고 있다. 전국의 중간 도매상들은 물론 일반 소비자들에게도 싼값으로 도소매하는 부산 제일의 건어물 시장이다.",,,부산광역시 중구 용미길8번길 4-1,08:00~19:00,연중무휴,가능,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,장애인 화장실 있음 (주차장 옆에),,,자갈치 시장이랑 인접해 있어 같이 보기 좋습니다. 가격은 그냥저냥 그렇습니다.,,,,,건어물 / 멸치 / 김 / 미역 / 다시마 / 오징어,,,,,,,,,,,,,,,,,,,,보조견 동반 가능,,,,,,,,,,,,,,,,,,
반여도서관,"부산 반여도서관은 해운대구 반여동에 위치한 도서관이며, 1999년 11월에 개관하여 지역주민의 정보화 교육 및 지식 욕구를 충족시키는 지식·정보센터이다. 1층은 총류, 사회과학, 문학, 역사 도서의 이용이 가능한 제1자료실과 잡지와 신문의 이용이 가능한 정기 간행물실, 그림책과 동화책 등 유아 및 아동 도서를 소장한 어린이실 등으로 구성되어 있다. 2층은 철학, 종교, 자연 과학, 순수 과학, 예술 도서의 이용이 가능한 제2자료실, 각종 전자책 등의 시청각 자료 이용과 인터넷 검색, 문서 작성이 가능한 디지털 자료실, 일반 열람실, 휴게실 등으로 구성되어 있고, 지하 1층에는 시청각실과 매점 등이 있다. 반여도서관은 새로운 독서문화를 정착시키고 다양한 계층이 함께 어울릴 수 있는 평생교육 프로그램을 개발하여 종합 문화 중심지로서의 역할도 수행하고 있으며, 교양강좌를 통해 새로운 지식과 정보를 제공하고, 어린이와 청소년에게 도서관 이용 교육으로 올바른 독서습관을 길러주어, 건전한 도서관 문화 형성에 기여하고 있다.",,https://www.haeundae.go.kr/,부산광역시 해운대구 재반로282번길 38,"[종합자료실]
- 화요일~금요일 09:00~22:00
- 토요일 09:00~18:00
- 일요일 09:00~17:00
[어린이자료실]
- 화요일~금요일 09:00~18:00
- 토요일 09:00~18:00
- 일요일 09:00~17:00
※ 자세한 사항은 홈페이지 참조",매주 월요일 / 국경일 / 정부 지정 공휴일 / 기타 관장이 필요하다고 인정하는 날,가능,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차구역 있음(장애인면이 있으나 평소 닫겨있어 도서관 측으로 미리 연락해야 이용 가능함)_무장애 편의시설,장애인 전용 화장실 있음(1층),,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,점자블록 있음(실내시설 연결됨)_시각장애인 편의시설,,,,,,,,,,,,,,,,,
부산광역시립 중앙도서관,"중앙도서관은 정보문화센터로서 앞서가는 도서관이 되고자 1990년 개관하였으며, 민주공원이 있는 보수산 자락에 있어 조용하고 안락한 시설로 이루어져 있다. 중앙도서관은 다양한 정보서비스 제공과 평생학습 생활화를 통한 지역주민들 삶의 질 향상을 위해 다양한 프로그램을 운영하고 있으며, 특성화 주제인 부산의 역사와 문화 전반을 담은 다양한 독서문화프로그램 개발과 전국 최초의 영어도서관(분관)을 통한 맞춤형 영어독서 지원 및 영어독서 생활화와 학부모교육과 연수 등 선진 지식정보 문화센터로서의 역할 수행하고 있다. 21세기 화두인 정보화 문화를 구현하기 위하여 정보화 문화를 통한 책과 이용자가 중심에 있는 도서관으로, 지역민과 함께 성장하고 발전하는 도서관이 되고자 한다.",,https://home.pen.go.kr/,부산광역시 중구 망양로193번길 146 (보수동1가),"[종합자료실]
- 화요일~금요일 09:00~22:00
- 월요일, 토요일 09:00~18:00
- 일요일 09:00~17:00
[어린이실]
- 화요일~금요일 09:00~18:00
- 월요일, 토요일 09:00~18:00
- 일요일 09:00~17:00
※ 자세한 사항은 홈페이지 참조","매월 첫째, 둘째 월요일 / 일요일을 제외한 관공서의 공휴일 (단, 일요일이 공휴일 경우에는 휴관) / 도서관장이 필요하다고 인정하는 날",가능,,출입구까지 단차가 없어 휠체어 접근 가능함,,장애인 전용 주차구역 있음(2대)_무장애 편의시설,장애인 전용 화장실 있음(1층),엘리베이터 있음,,대청공원근처에있어요 한적한 산책로로 딱좋습니다 사람도 붐비지않고 색다른 도서관입니다 전망도 좋고 앉아서 한시간정도 책도봅니다,무료,,,,,,,,,,,,,,,,,,,,,,,,,점자블록 있음 (주요 시설 입구)_시각장애인 편의시설,,,,,,,,,,,,,,,,,
부산 해운대도서관,"새천년 지식정보화 시대를 맞이하여 해운대도서관은 지역 주민들에게 정보의 공간, 문화생 활 공간으로서의 역할을 하고 있다. 1982년 6월 부산직할시립 해운대도서관으로 개관하고 1995년 1월 부산광역시립 해운대도서관으로 명칭을 변경하였고, 2010년 1월 6일 기존 도서관은 '부산광역시립해운대도서관 우동분관'으로 명칭을 변경하였고, 해운대 양운로에 새로 신축한 도서관을 '부산광역시립해운대 도서관'으로 칭하였다. 이용자들의 정보욕구를 충족시키기 위해 멀티미디어실 을 운영하여 인터넷을 통한 최신의 정보를 제공하고 있으며, 또한 관광·여행자료 특성화 도서관으로서 도서, 비디오, CD-ROM, 지도 등 다양한 관광자료를 구축하여지역문화 발전에 이바지하고자 하고 있다. 해운대도서관은 주민 문화활동을 위해 다양한 시설을 조성, 운영하고 있다.",,https://home.pen.go.kr/haeundaelib,부산광역시 해운대구 양운로 183 (좌동),"[종합자료실] 09:00~2200
[어린이실] 09:00~18:00
[열람실] 07:00~22:00
[매점] 10:00~19:00
※ 자세한 사항은 홈페이지 참조","매월 셋째/넷째 월요일
관공서의 규정에 따른 공휴일 (일요일 제외)",가능 (지상 25면/지하 90면),,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),장애인 주차장 있음(5대)_무장애 편의시설,장애인 전용 화장실 있음,장애인용 엘리베이터 있음,,부산 해운대도 가보고 해운대 도서관 까지 즐겁고 유익한 여행이었습니다. 해운대 바다 구경하구 책도 읽고 좋았습니다 아이들과 함께할 어린이도서관과 영어도서관이 있어서 너무나 좋아요,무료,,수유실 있음,,,,,점자안내판 있음(우동분관),,,,,,,,,,,,,,,,,,점자블록 있음(접근로~주요시설 앞)_시각장애인 편의시설,,,,,,,,,,,,,,,,어린이실 있음,
부산금정도서관,"부산광역시 금정도서관은 부산 금정구에 위치한 1996년 12월 개관한 역사와 전통이 있는 도서관이다. 종합자료실, 열람실, 디지털자료실, 열린배움터, 어린이자료실, 문화교실 등 다양한 시설을 갖추고 있으며, 지역 주민들에게 다양한 도서 및 문화 프로그램을 제공하고 있다. 금정도서관은 지식정보원과 평생교육기관으로서 지역주민들에게 독서문화지원 및 유비쿼터스 환경에 맞춘 정보서비스 제공을 위해 독서마당과 건전한 여가활동과 삶의 질 향상 및 평생교육 증진을 위한 다양한 문화마당을 운영하고 있다. 이용자 중심의 열린 행정서비스로, 주민의 문화적 삶을 향상시키고 있다.",,http://library.geumjeong.go.kr,부산광역시 금정구 금정도서관로 33,"[열람실]
- 월요일 09:00~18:00
- 화요일~일요일 07:00~23:00
[종합자료실]
- 평일 09:00~22:00
- 주말 09:00~17:00
[어린이자료실]
- 평일 09:00~20:00
- 주말 09:00~17:00
[디지털자료실]
- 평일 09:00~18:00
- 주말 09:00~17:00",매주 월요일 / 법정공휴일,가능,,장애인 주차구역 옆 턱이 없는 보조출입구 이용가능,주출입구는 계단이 있으나 보조출입구로 턱 없이 접근 가능함,장애인 전용 주차구역 있음(1대)_무장애 편의시설,장애인 화장실 있음,장애인용 엘리베이터 있음,,,무료,,,,,,,점자안내판 있음,,,,,,,,,,,,,,,,,,점자블록 있음(접근로)_시각장애인 편의시설,,,,,,,,,,,,,,,,"유아실,어린이자료실 있음",독서교실 / 독서동아리 / 문화강좌 등
부산광역시 기장도서관,"2003년 3월 개관한 부산 기장 도서관은 지역사회의 지식·정보·문화의 중심체로서 지역주민의 삶의 질 향상을 도모하고, 다양한 독서문화체험 기회 제공으로 책 읽는 문화 조성과 독서생활화 정착에 기여하고 있다. 지역주민의 생각과 경험을 공유하고 소통할 수 있는 공간으로서 21세기 정보화 사회를 선도해 나가기 위하여 주민들의 문화생활과 정보제공의 공간으로서의 역할을 다하고 있다. 기장 도서관은 지하 1층과 지상 3층으로 구성되어 있으며, 지하에는 시청각실, 매점이 있고, 1층에는 어린이 독서방, 아동열람실 등 어린이를 위한 공간이 마련되어 있고, 2층에는 멀티미디어실, 종합자료실이, 3층에는 열람실이 있다. 열린 게시판을 통하여 주민들의 의견을 반영하는 등 열린 도서관이 되도록 노력하고 있으며, 공공도서관으로서의 지적 문화유산을 체계적으로 수집, 보전하여 계승시키는 문화와 역사의 전달자로서 소임을 다하고 있고, 디지털 도서관의 기반 조성을 위하여 다양한 디지털 자료를 비치하여 최첨단 정보를 신속히 제공하고 있다.",,http://library.gijang.go.kr,부산광역시 기장군 기장읍 차성동로126번길 13-5,"- 종합자료실 09:00~22:00
- 열람실 07:00~24:00
※ 자세한 사항은 홈페이지 참조",매주 월요일 / 정부 지정 공휴일 / 특별한 사유로 군수가 필요하다고 인정한 날,가능,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차구역 있음(2대)_무장애 편의시설,장애인 전용 화장실 있음(1층),엘리베이터 있음,,경치 최고 좋습니다! 책 종류는 다양하진 않지만 뷰가 좋아서 종종 자주갑니다~ 평일에 힐링하고 싶으신 분께 강추합니다ㅎㅎ,무료,,수유실 있음(1층 가족독서방 앞),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
