place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,review,입장료,화장실,체험가능 연령,이용가능시설,이용요금,출입통로,장애인 주차 안내,휠체어,접근로,시설이용료,엘리베이터,유모차,관람석,주차요금,수유실,대중 교통,판매 품목,주요시설,시각장애 기타상세,규모,지체장애 기타 상세,입실시간,퇴실시간,객실수,예약안내 홈페이지,객실유형,부대시설,객실,점자 홍보물,주차 요금,수용인원,영업시간,이용 시기,청각 장애 기타상세,개장기간,보유장비,오디오 가이드,할인 정보,큰활자 홍보물,대여안내,매표소,보조견 동반,점자 블록,안내 요원,유도안내 설비,코스안내,예약안내,객실내 취사 여부,식음료장,사우나실 여부,홍보물,자막 비디오 가이드,강습안내,영유아가족 기타상세,체험
무원서원,"무원 서원은 문효공 경재 하연과 정경부인 성주 이씨의 부부 영정을 봉안하고 있는 서원이다. 서원은 1630년(인조 8)에 영천 유림에 의해 창건되었으나 1868년 흥선 대원군의 서원 철폐령으로 훼철되었다가 지금으로부터 대략 70년쯤 전에 복원하였다. 전면에 강당이 있고 뒤편에 사당이 있는 전학후묘의 배치형태를 가지고 있다. 사당은 정면 3칸, 측면 1칸 규모의 겹처마 맞배지붕 건물이다. 강당은 정면 4칸, 측면 2칸의 민도리 양식으로 팔작지붕 홑처마 건물이다. 가운데 2칸에 마루를 두고 양 옆에 방을 둔 일반적인 평면 형식이다. 강당과 사당은 별도의 담장을 형성하여 일곽을 이루고 있는데, 강당의 영역 앞에 동재와 서재를 별도의 영역을 따로 구성하여 배치하고 있다. 동·서재 앞에 외삼문이 있다. 동재와 서재는 정면 3칸, 측면 1칸으로 우진각 지붕이다. 홑처마에 민도리 양식을 하고 있다. 무원서원은 현존하는 건축물로는 사당인 숙청각과 강당, 동재, 서재, 문간채 등 5동으로 구성되어 있다. 서재의 경우 관리자가 거주하기 위하여 편의상 입식 구조로 변경하였다. 무원서원은 사당과 강당 및 동·서재, 내외삼문 등 서원의 격식을 갖춘 서원이나 강당만을 따로 공간 구성한 수법이 일반적인 것은 아니다.",,,경상북도 영천시 신녕면 치산효령로 152-26,상시 개방,연중무휴,가능,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매림서원,"매림서원은 1707년에 지방 유림의 공의로 조선시대 의학자인 곽수강과 학자 오선기의 학문과 덕행을 추모하기 위해 창건하여 위패를 모시기 위해 세워진 서원이다. 선현 배향과 지방 교육의 일익을 담당하여 오던 중 흥선대원군의 서원철폐령으로 1868년에 훼철되었으나, 그 뒤 1981년에 복원하여 오늘의 모습에 이르고 있다.
매림서원은 크게 사당, 강당, 동재, 서재, 내삼문, 외삼문 등으로 구성되어 있으며 입구에 풍방루를 비롯하여 서원 내에 비각과 육각형의 정자가 배치되어 있다. 전체적으로 볼 때, 입구를 들어서면 서당이 있고 서당의 양쪽에 동재·서재가, 뒤쪽에 사당이 위치한다. 사당인 숭경사는 강당의 후면에 위치하고 있으며 정면 3칸, 측면 2칸의 단층 맞배지붕 건물이다.",,▪ http://www.cha.go.kr,경상북도 고령군 쌍림면 송림2길 54-7,,주말 / 공휴일,"있음
무료",경상북도 문화재자료 고령 매림재소장판목 (2007.07.30 지정),,,,,"<주요시설>
강당

<안전시설 설비사항>
소화기 / 소화전 / 화재감지기",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,춘계향사(한계. 매헌 선생 추모제)
화산서원(칠곡),칠곡 화산서원은 장경우가 만년에 후진을 양성하기 위해 1651년(효종 2)에 성곡리 화산 아래 서당을 짓고 친히 화산서당이라 했다. 장경우는 사후 옥계사에 배향되고 건물은 돌보는 이가 없어 퇴폐하였다. 1840년(헌종 6)에 사림에서 당기를 봉두산 남쪽 기슭(현 석적읍 중리)으로 옮기고 건물도 5칸으로 넓혀 중건했다. 원래는 강당 건물만 있었던 듯하며 현재의 문간채는 터를 옮겨 중건하면서 건립되었던 것으로 보인다. 그 후 1844년 당 북쪽에 묘우를 세웠으나 흥선 대원군 서원 철폐령으로 1871년(고종 8)에 훼철되어 강당 건물만 남게 되었다.,,,경상북도 칠곡군 석적읍 성곡2길 81-5,상시 개방,연중무휴,가능,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남호서당,"남호서당은 1786년(정조 10)에 병자호란 때 공을 세운 김시성(1602∼1676)을 위패를 모시고 제사를 지내기 위해 남호사라는 사우로 처음 건립되었다. 1855년(철종 6)에 남호서원으로 승격되었으나, 대원군의 서원 철폐령으로 훼철된 후 1928년에 남호서당으로 다시 복설 되었다. 서원은 강당인 금포당과 사당인 충렬사로 구성되어 있다. 금포당은 정면 4칸, 측면 2칸 규모의 팔작지붕 홑처마 집으로 전면에는 반 칸 규모의 툇마루를 두었으며, 중앙의 마루와 양쪽 협실로 구성되어 있다. 충렬사는 정면 3칸, 측면 1칸 규모의 맞배기와집에 홑처마 민도리집이다. 김시성은 본관이 청도로 1636년(인조 14) 무과에 급제하고 이듬해에 익찬으로 임명되었다. 익찬 재임 시 소현세자와 봉림대군을 시종하여 무사히 심양에 다녀온 공로를 인정받아 귀국 직후인 1646년(인조 24) 황주판관에 임명되고, 이후 용천부사·강계부사·삼도통제사 등을 역임하였다.",,https://www.gbgs.go.kr/open_content/tour/index.do,경상북도 경산시 하양읍 남하새마을길5길 59-13,09:00~18:00,연중무휴,"가능
무료",,,,,,강당 / 사당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송곡서원,"영천시 청통면 애련리에 있는 송곡서원은 1702년(숙종 28)에 지방 유림의 공의로 유방선과 곽순의 학문과 덕행을 추모하기 위하여 세워진 서원이다. 처음에는 묘우 경현원에 위패를 모신 후 그 뒤 원호를 송곡으로 고치고 1712년(숙종 38) 이현보, 심지원을 모셨다. 이후 이보흠과 윤봉오를 추가로 배향하였다. 훌륭한 유학자들의 위패를 모시고 제사를 지내고 지방민의 교육과 교화를 담당하여 오던 중, 흥선대원군의 서원철폐령으로 1868년(고종 5)에 훼철되었으며, 1965년 유림의 공의로 복원하여 유방선과 이보흠만 배향하였다. 경내 건물로는 3칸의 사우, 신문, 동서 협문, 강당, 서재, 대문과 사당 옆에는 태재유선생신도비도가 있으며 매년 3월 상정에 향사를 지내고 있다.",,http://www.seowonstay.com/,경상북도 영천시 청통면 애련길 174,상시,연중무휴,불가,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금산서원,"금산서원은 1707년(숙종 33년)에 지방유림의 공의로 허진수의 학문과 덕행을 추모하기 위해 창건하여 위패를 모셨다. 허진수는 퇴계 이황의 문인으로 천품이 온화하고 재기가 뛰어난 영재였으나 벼슬을 단념하고 도산서원에 들어가 학문에 전념하였다. 1574년(선조 7년) 나라에서 그의 학행을 가상히 여겨 통정대부의 품계를 내렸으며, 만년에는 고향에서 정자를 짓고 후진양성에 진력하니 이때부터 그곳을 금곡이라 불렀다.
금산서원은 선현배향과 지방교육의 일익을 담당하여 오던 중 흥선대원군의 서원철폐령으로 1868년(고종 5년)에 훼철되었다가 1909년 유림에 의해 사당을 중건하여 지금에 이르고 있다.
경내의 건물로는 3칸의 경모사, 4칸의 수덕헌, 3칸의 동재, 외문, 4칸의 고사 등이 있다. 사당인 경모사에는 허진수의 위패가 봉안되어 있다. 수덕헌은 강당으로서 방과 마루로 되어 있는데, 방은 헌관 및 별유사, 재석실로 사용하며, 마루는 여러 행사와 유림의 회합장소로 사용되고 있다. 신문은 향사 때 재원의 출입문으로만 사용하고 있으며, 동재는 재원숙소로 사용하고 있다. 고사는 서원을 관리하는 고자가 사용하는 곳이다.
이 서원에서는 매년 3월 하정에 향사를 지내고 있으며, 제품은 4변(頭) 4두(豆)이다.",,https://www.pohang.go.kr/phtour/,경상북도 포항시 남구 장기면 신창길191번길 25-12,상시 개방,연중무휴,가능,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세븐밸리 컨트리클럽,"대구에서 20분 거리의 뛰어난 접근성, 세계 100대 골프장 2곳을 설계한 토니캐쉬모어의 작품으로 자유로운 주말 부킹이 보장되는 철저한 소수회원제 골프장이다.",,www.sevenvalley.co.kr,경상북도 칠곡군 왜관읍 봉계3길 180 (왜관읍),,연중무휴,가능,,지인 결혼식 때문에 가본 세븐밸리 컨트리클럽 일산 대화역에서 리무진버스를 타고 5시간 가까이 달려 도착. 목적지에 가까워질수록 경치가 좋아 지루하지만은 않았다. 컨트리클럽 입구부터 아름답게 꾸며진 클럽 정원 풍경에 다소 지루했던 마음이 깨끗이 정화되는 느낌...,,,,,,,,,,,,,,,,,,,,,,,,,,,"클럽하우스, 락커룸, 레스토랑, 스타트하우스, 연회장, 프로샵",,,,,,,,,,,,,,,,,,,"* 전장 : 7,100yd(18홀 기준)
* 규모 : 정규18홀",,,,,,,,,
경산서당,"경주 양동마을에 있는 경산서당은 회재 이언적의 장손 무첨당 이의윤(1564~1597)을 추모하기 위하여 세운 사당이다. 1838년(헌종 4) 오금리 낙산에 창건되었다가 1857년(철종 8) 안계리로 옮겨 세웠고, 1870년(고종 7) 금령에 의해 훼철된 것을 1918년 재건하였다. 이후 1970년 안계댐 건설 공사 때문에 현재의 자리로 다시 옮겨 왔다. 강당인 이선당과 동재, 삼문으로 이루어져 있는데, 강당은 정면 5칸, 측면 2칸의 팔작지붕 기와집이며, 동재는 정면 3칸, 측면 1칸 규모의 맞배지붕 기와집이다.",,,경상북도 경주시 강동면 양동마을안길 55-1,"- 하절기(4월~9월) 09:00~19:00(입장마감 18:00)
- 동절기(10월~3월) 09:00~18:00(입장마감 17:00)",연중무휴,가능,,,"[개인]
- 어른 4,000원
- 청소년, 군인 2,000원
- 어린이 1,500원

[단체(30인 이상)]
- 어른 3,400원
- 청소년, 군인 1,700원
- 어린이 1,200원

[무료] 경주시민, 65세 이상, 7세 이하, 장애인, 국가유공자 및 유족
※ 무료대상자는 신분증 등 서류 지참 필수
※ 해당 요금은 양동마을 관람료임",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창대서원,"영천 창대서원은 1697년 지방 유림의 공의로 정대임을 추모하기 위하여 영천시 녹전동에 건립되었다. 이후 1786년(정조 10)에 정제를 추향 하였다가 대원군의 서원 철폐령으로 1868년(고종 5)에 훼철되었다. 그 뒤 1955년 영천시 녹전동 창대마을에서 지금의 위치로 이건 하였다. 그 뒤 2004년 화재로 소실되었다가 복원하였다. 정대임은 임진왜란에 분기하여 일어나 일신을 돌아보지 아니하고 창의 하여 적을 토벌하고, 왜군을 공격한 혁혁한 공을 세웠다.
경내 건물로는 사우, 신문, 쌍전당, 동재, 문간채 등이 있다. 사우는 정면 3칸, 측면 1.5칸의 팔작지붕 겹처마 건물이다. 정대임과 정제의 위패가 봉안되어 있다. 쌍전당은 강당으로, 누각형 건물로서 정면 4칸, 측면 1.5칸의 팔작지붕 겹처마 건물로 평면의 구성은 전면 반 칸을 툇마루로 꾸미고 뒤쪽 3칸 모두를 온돌방을 두었다. 툇마루의 전면과 측면에 난간을 둘렀다. 동재는 강당의 측면에 직각으로 축을 틀어 대문채 뒤편에 두었다. 정면 3칸, 측면 1.5칸의 맞배지붕 겹처마 건물로서 평면은 강당과 마찬가지로 전면 반 칸을 툇마루로 꾸미고 뒤쪽 3칸 모두를 온돌방을 두었다.",,,경상북도 영천시 창대서원1길 9-18 (과전동),상시 개방,연중무휴,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청송향교,"청송향교는 1426년(세종 8)에 청송지군사로 재임 중이던 정지아가 굴동에 창건하였다. 그 후 수차의 국난으로 소실되어 1606년(선조 39)에 부임한 이영도가 재임 5년간 국동에 대성전을 중창하였으며, 1629년(인조 7)에 부사 이구징이 재임 3년간 동·서무, 강당, 주사를 보축·중수하였다가 16936년(숙종 19)에 부임한 부사 이문징이 교궁의 지세가 맞지 않는다 하여 임 4년간에 현 위치인 방광산하 월막동으로 대성전 및 부수 건물을 이건 하였다. 이처럼 많은 건축적 변화를 가지고 있는 향교이다. 대성전은 상부가구나 살미의 모습에서 1600~1700년대 모습을 많이 가지고 있는 것으로 보인다. 또한 대성문은 건축 년대는 알 수 없고 작은 규모이지만 구조적으로 세밀하게 배려되어 있으며 특색 있는 모습으로 건축적 가치가 있다고 보인다.
향교 건물의 구성은 배향공간인 대성전을 중심으로 앞쪽 좌·우로 동·서무가 있고, 우측으로 교육공간인 명륜당과 좌우로 동·서재가 있으며, 입구에 청아루가 각각 배치되어 있다. 대성전에는 공자의 위패를 정위로 하여, 그의 학통을 계승한 중국 5성과 송조 2현 및 동국 18현의 위패가 모셔져 있으며, 매년 음력 9월 상정일에 지역 유림들이 모여 이곳에서 석전대제를 올리고 있다.",,https://www.cs.go.kr/tour.web,경상북도 청송군 청송읍 중앙로 259-30,상시 개방,연중무휴,가능,경상북도 문화유산자료 청송향교 (2012.06.11 지정),,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지례향교,"향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 지례향교는 조선 세종 8년(1426)에 처음 지었고 임진왜란(1592) 때 불탄 것을 숙종 16년(1690)에 다시 지어 오늘에 이르고 있다. 공자를 비롯하여 중국과 우리나라 성현의 위패를 모시고 제사 지내는 대성전은 앞면 3칸·옆면 3칸 규모이다. 안에는 묵판음화(墨版陰畵)의 공자 영정이 보관되고 있었는데, 1978년 도난당하였고 지금 있는 공자상은 이것을 대체한 것이다. 조선시대에는 나라에서 토지와 노비·책 등을 지원받아 학생을 가르쳤으나, 지금은 교육 기능은 없어지고 제사 기능만 남아 있다.

(출처 : 국가유산청)",,https://www.gc.go.kr/culture/main.do,경상북도 김천시 지례면 향교길 84,상시,연중무휴,불가,경상북도 문화유산자료 지례향교대성전 (1985.08.05 지정),,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영천시민회관,"영천의 대표 공연예술장인 영천시민회관은 1989년에 개관하였다. 2015년에 증축, 시설 보수를 하여 새롭게 태어난 공간은 1층은 574석, 2층은 207석으로 총 791석의 관람석을 지닌 공연장이다. 지역의 대표적 문화공간으로 기획공연, 음악회, 기획전시를 비롯한 각종 문화 예술 활동을 유치하여 시민에게 다양한 볼거리를 제공하고 있다. 또한 예술 교육 프로그램을 운영함으로써 예술의 향유와 삶의 질 향상에 앞장서고 있다.",,http://ycac.yc.go.kr/,경상북도 영천시 시청로 17 영천시민회관,공연에 따라 다름,연중무휴,"가능
요금 (무료)",,,,장애인 화장실 있음,,,공연에 따라 다름,주출입구는 경사로가 있어 휠체어 접근 가능함(수동문),"장애인 주차장 있음(2대,장애인표지판)_무장애 편의시설",,출입구까지 경사로가 설치되어 있음,,,,장애인석(10석) 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉화 계서당 종택,"봉화 계서당 종택은 춘향전 이몽룡의 실제 인물로 알려진 성이성 선생이 1610년 건립하여 문중 자제들의 훈학과 후학 배양에 힘쓴 곳으로, 가평리 계서당으로 불리기도 한다.
성이성은 창녕 사람으로 남원 부사를 지낸 부용당 성안의 아들로, 1627년 문과에 급제하였다. 이후 진주부사 등 6개 고을의 수령을 지내고 4번이나 어사로 등용된 인물로 근검과 청빈으로 이름이 높았던 인물이다.
가평리 계서당은 정면 7칸, 측면 6칸의 입구 자(口) 형으로 되어있다. 팔작지붕의 사랑채와 중간 문으로 이어져 있다. 사랑채의 오른쪽 뒤편으로 방형의 토석 담장을 두른 사당이 위치하고 있다. 안채의 경우는 다른 고택에 비해 규방을 많이 둔 점이 특징적이다. 전체적으로는 경북 북부 지방 [口] 자 형 주택의 옛 모습을 잘 간직하고 있어 주택 발달사 연구에 좋은 자료이다.",,"http://www.bonghwa.go.kr/open.content/tour/
http://www.cha.go.kr",경상북도 봉화군 물야면 계서당길 24,09:00~18:00,일요일 / 공휴일,"있음
주차요금 - 무료",국가민속문화재 봉화 계서당 종택 (1984.01.14 지정),,,,,강당 / 사랑채 / 사당 / 안채,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
